Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment,BlackIsComp,WhiteIsComp
FICS rated standard game,FICS freechess.org,2022.04.28,?,Betin,GriffyJr,0-1,0:15:00.000,2039,31.2,A46,511532633,50,20:31:00,900+0,0:15:00.000,1981,29.9,30.88235294117647,-17.6875,-101.2,0.2368125,0.3018125,1.170125,[%emt 0.1] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,GriffyJr,Betin,0-1,0:15:00.000,1971,30.1,C40,511532620,64,20:29:00,900+0,0:15:00.000,2049,31.3,-151.4090909090909,-590.9047619047619,-556.5238095238095,0.2818095238095238,0.24266666666666667,0.36223809523809514,[%emt 3.191] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Betin,GriffyJr,1-0,0:15:00.000,2059,31.4,A46,511532607,137,20:22:00,900+0,0:15:00.000,1961,30.2,28.565217391304348,-31.622222222222224,296.64444444444445,0.5284666666666668,0.7050444444444446,0.2745888888888889,[%emt 7.136] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,GriffyJr,Betin,1/2-1/2,0:15:00.000,1959,30.3,A81,511532577,266,20:12:00,900+0,0:15:00.000,2061,31.5,-96.33707865168539,1.7840909090909092,0.0,0.7495795454545454,0.4215681818181818,0.2083125,[%emt 0.548] Game drawn by the 50 move rule,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Betin,GriffyJr,1/2-1/2,0:15:00.000,2063,31.6,A46,511532538,135,20:05:00,900+0,0:15:00.000,1957,30.4,36.45652173913044,-47.48888888888889,-6.7272727272727275,0.42224444444444437,0.4565777777777779,0.37913636363636366,[%emt 0.799] Neither player has mating material,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,GriffyJr,Betin,1-0,0:15:00.000,1963,30.5,A83,511532506,105,20:01:00,900+0,0:15:00.000,2057,31.8,70.83333333333333,94.11428571428571,579.5384615384615,0.2596571428571428,0.6568857142857145,0.3556764705882353,[%emt 0.174] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Lipsk,exeComp,0-1,0:15:00.000,2702,39.0,A01,511532490,53,19:39:00,900+5,0:15:00.000,1609,51.3,-192.61111111111111,-519.8235294117648,-666.2941176470588,2.678294117647059,2.967294117647059,5.627617647058823,[%emt 19.749] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,defensiveone,GriffySr,1-0,0:15:00.000,2147,36.2,A04,511531896,97,18:04:00,900+0,0:15:00.000,2113,90.6,22.272727272727273,396.84375,602.1875,0.5250625,1.0557812500000001,0.84609375,[%emt 3.651] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,Notarious,exeComp,1/2-1/2,0:15:00.000,2699,38.9,C83,511531530,209,16:56:00,900+0,0:15:00.000,2815,36.7,33.02857142857143,4.797101449275362,1.3333333333333333,1.7963623188405797,1.7052898550724633,0.2924565217391304,[%emt 18.87] Game drawn by the 50 move rule,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,kamenozrout,family,1/2-1/2,0:15:00.000,2017,40.8,D31,511530950,75,15:50:00,900+0,0:15:00.000,2203,52.5,8.653846153846153,-120.16,-33.791666666666664,1.42124,3.2022400000000006,1.4800833333333332,[%emt 9.456] Game drawn by repetition,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,ArasanX,exeComp,1/2-1/2,0:15:00.000,2697,39.1,D37,511530820,119,15:17:00,900+5,0:15:00.000,2778,36.4,32.15,-0.5128205128205128,5.038461538461538,3.2400769230769226,2.553923076923077,2.860089743589743,[%emt 0.194] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Speyside,family,1-0,0:30:00.000,2022,41.0,C00,511530747,133,14:48:00,1800+0,0:30:00.000,2148,49.9,37.955555555555556,-8.477272727272727,302.5,5.321522727272727,5.471750000000001,1.631340909090909,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,SEPry,pikozrout,1/2-1/2,0:15:00.000,2321,62.4,B43,511530390,60,14:43:00,900+0,0:15:00.000,2228,42.1,57.142857142857146,278.2,141.89473684210526,0.9835500000000001,2.3517,2.7599473684210527,[%emt 40.401] Game drawn by repetition,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,exeComp,Notarious,1/2-1/2,0:15:00.000,2818,36.9,D38,511530289,130,14:16:00,900+0,0:15:00.000,2694,39.3,24.09090909090909,12.186046511627907,2.2093023255813953,2.4127906976744184,1.2159069767441861,1.2196046511627907,[%emt 0.755] Neither player has mating material,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,GriffyJr,Betin,0-1,0:15:00.000,1958,30.8,A83,511530144,96,14:16:00,900+0,0:15:00.000,2067,31.7,16.060606060606062,100.40625,-2.6451612903225805,0.6074999999999999,0.39696875,0.34261290322580634,[%emt 2.997] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,floare,blore,1/2-1/2,0:15:00.000,1975,20.3,A22,511529768,184,12:55:00,900+0,0:15:00.000,2029,39.1,240.19354838709677,241.34426229508196,41.63934426229508,1.3332131147540984,2.2001311475409837,0.5156393442622952,[%emt 1.286] Neither player has mating material,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,MichaelOgbeide,SRCorney,1/2-1/2,0:15:00.000,2010,41.7,B91,511529742,74,12:56:00,900+0,0:15:00.000,2141,38.5,53.8,58.375,-84.20833333333333,1.9818333333333333,2.974833333333333,1.8599166666666669,[%emt 0.769] Game drawn by repetition,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,Notarious,exeComp,1-0,0:15:00.000,2699,39.5,B48,511529730,96,12:49:00,900+0,0:15:00.000,2813,37.0,65.0909090909091,224.1875,456.3225806451613,3.27359375,2.22209375,2.328064516129032,[%emt 0.1] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,loomba,MichaelOgbeide,0-1,0:15:00.000,2138,38.7,A40,511529605,128,12:37:00,900+0,0:15:00.000,1897,28.0,8.0,-338.1904761904762,-131.1153846153846,0.9350714285714284,2.5924047619047617,0.5595595238095239,[%emt 2.385] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,MichaelOgbeide,pingupenguin,1-0,0:15:00.000,2075,59.5,B41,511529486,143,12:13:00,900+0,0:15:00.000,2131,38.8,-14.791666666666666,-89.61702127659575,406.60714285714283,2.2826808510638297,2.021382978723404,0.7131063829787234,[%emt 2.02] Black checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,gerichan,GriffyJr,0-1,0:05:00.000,2058,31.8,B22,511529439,44,12:23:00,300+90,0:05:00.000,2042,38.1,38.2,201.78571428571428,249.64285714285714,0.7445,0.3573571428571429,0.8519285714285715,[%emt 0.123] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,exeComp,Notarious,1/2-1/2,0:15:00.000,2816,37.2,C67,511529386,45,12:12:00,900+0,0:15:00.000,2696,39.7,22.5,16.6,-4.285714285714286,0.08666666666666668,4.0680000000000005,2.2744285714285715,[%emt 0.1] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Notarious,exeComp,1-0,0:15:00.000,2702,39.9,B48,511529304,174,11:43:00,900+0,0:15:00.000,2810,37.3,54.559322033898304,113.63793103448276,428.35087719298247,2.8407586206896553,1.1887413793103447,0.8589824561403508,[%emt 0.1] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,gerichan,IFDThor,0-1,1:30:00.000,2107,42.5,B22,511529296,64,12:03:00,5400+90,1:30:00.000,2049,38.4,84.68181818181819,18.047619047619047,73.28571428571429,0.37180952380952376,1.3014285714285716,1.760047619047619,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,IFDThor,gerichan,1-0,1:30:00.000,2056,38.7,A44,511529133,47,11:47:00,5400+90,1:30:00.000,2100,42.8,90.5625,-8.4,60.766666666666666,0.15906666666666672,0.6874,1.9650333333333334,[%emt 0.1] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,grystpp,Notarious,0-1,0:15:00.000,2810,37.5,C67,511528796,88,10:38:00,900+0,0:15:00.000,2061,156.5,35.53333333333333,12.862068965517242,7.655172413793103,1.893551724137931,2.559965517241379,1.7494137931034481,[%emt 5.752] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,Notarious,grystpp,1/2-1/2,0:15:00.000,1991,157.4,C11,511528665,71,10:19:00,900+0,0:15:00.000,2818,37.5,32.083333333333336,27.73913043478261,5.413043478260869,1.8451304347826087,1.7811304347826091,0.9255000000000001,[%emt 57.78] Game drawn by repetition,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,HappyPawns,foggydew,1-0,0:15:00.000,2179,38.5,E33,511528540,109,09:48:00,900+1,0:15:00.000,2716,75.4,89.13513513513513,192.0,450.1666666666667,3.0817500000000004,3.8291111111111116,1.9979166666666661,[%emt 5.696] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,exeComp,Notarious,0-1,0:15:00.000,2812,37.5,C65,511528441,285,09:29:00,900+0,0:15:00.000,2708,40.1,-33.958333333333336,-53.32631578947368,-126.9494382022472,2.269526315789474,0.8234,0.2758510638297873,[%emt 0.1] White resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,mcstorytaller,MichaelOgbeide,1-0,0:15:00.000,2144,39.0,B34,511528372,59,09:31:00,900+5,0:15:00.000,1875,28.8,-6.1,45.473684210526315,135.41666666666666,0.6376842105263157,1.6641578947368423,5.481368421052631,[%emt 5.339] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,MichaelOgbeide,mcstorytaller,1-0,0:15:00.000,1878,28.9,D85,511528311,101,09:16:00,900+5,0:15:00.000,2141,39.1,44.35294117647059,350.1212121212121,262.34090909090907,1.3293333333333335,2.369969696969697,0.9696060606060606,[%emt 3.807] Black checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,mcstorytaller,MichaelOgbeide,0-1,0:15:00.000,2138,39.3,B34,511528247,102,08:58:00,900+5,0:15:00.000,1881,28.9,-95.54285714285714,-479.52941176470586,-651.939393939394,1.266235294117647,2.187176470588235,2.6871515151515153,[%emt 2.163] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,Ruvarashe,exeComp,0-1,0:15:00.000,2708,40.3,B44,511528004,13,08:23:00,900+5,0:15:00.000,1817,58.9,20.6,21.25,-35.0,0.26225,0.34175,0.1445,[%emt 18.048] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,exeComp,Ruvarashe,1-0,0:15:00.000,1817,58.9,C42,511527995,31,08:16:00,900+5,0:15:00.000,2708,40.3,40.63636363636363,16.0,110.7,0.2724,0.44399999999999995,4.9719,[%emt 24.911] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,HappyPawns,foggydew,1-0,0:15:00.000,2180,38.5,D31,511527887,65,07:41:00,900+1,0:15:00.000,2715,75.7,46.0,167.0,566.6428571428571,1.922238095238095,4.570238095238095,2.0786904761904763,[%emt 4.088] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Notarious,exeComp,1-0,0:15:00.000,2714,40.3,B82,511527844,132,07:24:00,900+0,0:15:00.000,2806,37.6,77.6,131.72727272727272,346.30232558139534,1.7465681818181815,2.5120454545454542,1.1318604651162791,[%emt 5.535] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,IFDThor,HappyPawns,0-1,0:15:00.000,2714,76.0,E92,511527754,98,07:17:00,900+1,0:15:00.000,2101,43.0,25.515151515151516,-126.5625,-808.421875,0.79315625,2.96621875,0.7058437500000001,[%emt 9.681] White resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,ArasanX,Notarious,1-0,0:15:00.000,2815,37.8,C67,511527683,81,06:57:00,900+0,0:15:00.000,2769,36.4,30.928571428571427,46.592592592592595,572.7368421052631,0.13374074074074074,4.870037037037037,1.187230769230769,[%emt 0.1] Black checkmated,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Slek,pingupenguin,0-1,0:15:00.000,2065,60.2,B06,511526755,54,02:06:00,900+0,0:15:00.000,2069,40.2,55.526315789473685,-152.22222222222223,-427.3333333333333,1.2472222222222222,5.039555555555555,2.7732941176470582,[%emt 8.515] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.28,?,defensiveone,GriffyJr,1-0,0:15:00.000,2073,31.6,A04,511526471,47,00:19:00,900+0,0:15:00.000,2089,93.6,52.5,236.73333333333332,586.3928571428571,0.3807333333333333,0.7647333333333333,1.0513333333333335,[%emt 26.204] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.27,?,grystpp,pikozrout,1-0,0:15:00.000,2340,63.1,A52,511525991,75,21:31:00,900+0,0:15:00.000,1859,157.9,115.61538461538461,431.0,629.8888888888889,1.8246,2.30492,1.641125,[%emt 5.442] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.27,?,guarionex,MichaelOgbeide,0-1,0:15:00.000,2135,39.1,B34,511525414,126,18:56:00,900+0,0:15:00.000,1893,31.4,9.116279069767442,-278.0,-734.0243902439024,1.6284761904761902,2.9608333333333334,1.1127317073170733,[%emt 10.262] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.27,?,kamenozrout,Limbor,1-0,0:15:00.000,1862,38.8,A21,511525290,49,18:49:00,900+0,0:15:00.000,2199,52.7,13.647058823529411,22.125,313.14285714285717,0.42625,3.2105625,2.17,[%emt 5.618] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,Limbor,kamenozrout,1-0,0:15:00.000,2213,52.9,E94,511525221,147,18:21:00,900+0,0:15:00.000,1848,38.9,0.0,288.44897959183675,679.9642857142857,2.636448979591836,3.1596938775510206,1.1247916666666666,[%emt 5.472] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.27,?,Aromas,konozrout,0-1,0:15:00.000,2313,45.1,B02,511525147,43,18:27:00,900+0,0:15:00.000,1869,29.9,33.46666666666667,31.285714285714285,-358.85714285714283,1.830714285714286,4.6870714285714286,2.339428571428571,[%emt 9.86] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.27,?,kamenozrout,Limbor,1-0,0:15:00.000,1850,39.0,B48,511525041,55,18:10:00,900+0,0:15:00.000,2211,53.2,39.8421052631579,384.72222222222223,570.0555555555555,0.30499999999999994,3.1013333333333333,2.7617222222222226,[%emt 6.925] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,Speyside,mlaren,1-0,0:30:00.000,1985,30.4,D11,511524865,85,17:18:00,1800+0,0:30:00.000,2142,50.0,209.06896551724137,235.67857142857142,370.54545454545456,2.8373214285714288,4.159821428571428,3.794321428571428,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,konozrout,family,1-0,0:15:00.000,2025,40.7,D03,511523985,229,15:29:00,900+0,0:15:00.000,2310,45.2,99.55844155844156,24.07894736842105,72.17105263157895,3.194618421052631,0.8875263157894736,0.406921052631579,[%emt 0.341] Black forfeits on time,,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,Gargin,GriffyJr,0-1,0:15:00.000,2067,31.5,A46,511523741,102,15:13:00,900+0,0:15:00.000,1954,85.3,10.6,-37.411764705882355,-75.3030303030303,1.146058823529412,1.652529411764706,2.2190606060606055,[%emt 0.1] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.27,?,kamenozrout,Gargin,1-0,0:15:00.000,1960,90.6,B10,511523303,59,14:14:00,900+0,0:15:00.000,2208,53.3,26.45,32.8421052631579,439.42105263157896,2.525263157894737,3.880315789473684,5.3585,[%emt 6.744] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,ArasanX,Hutnik,1/2-1/2,0:15:00.000,2791,51.7,C67,511522317,179,11:58:00,900+1,0:15:00.000,2768,36.1,22.116666666666667,1.4576271186440677,-95.8135593220339,0.9258474576271185,3.700711864406779,2.3820169491525425,[%emt 23.099] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,pingupenguin,kunde,1-0,0:15:00.000,2044,32.5,C28,511522291,91,12:13:00,900+0,0:15:00.000,2055,60.9,5.290322580645161,-75.03333333333333,242.17857142857142,0.5389333333333333,1.4053333333333335,1.7446000000000004,[%emt 0.821] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.27,?,exeComp,megielszmergiel,1/2-1/2,0:15:00.000,2780,68.1,E32,511522217,254,11:40:00,900+1,0:15:00.000,2713,40.0,-34.51764705882353,-4.857142857142857,-0.7261904761904762,2.6427023809523806,0.913690476190476,0.3199642857142857,[%emt 0.213] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,Hutnik,ArasanX,1-0,0:15:00.000,2776,36.3,B17,511522076,123,11:26:00,900+1,0:15:00.000,2783,52.2,66.92857142857143,107.8048780487805,160.125,2.8269512195121953,3.422365853658537,1.336525,[%emt 2.664] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,megielszmergiel,exeComp,1-0,0:15:00.000,2720,40.3,D37,511521956,162,11:07:00,900+1,0:15:00.000,2768,69.3,35.74545454545454,52.351851851851855,186.69811320754718,2.4139999999999997,2.496851851851852,0.6618679245283018,[%emt 0.1] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,kunde,blore,1-0,0:15:00.000,2018,19.8,D02,511521912,105,11:14:00,900+0,0:15:00.000,2036,32.7,43.75,284.7142857142857,515.3235294117648,1.9275714285714287,3.3039142857142854,0.8722941176470589,[%emt 0.67] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.27,?,ArasanX,Hutnik,1/2-1/2,0:15:00.000,2783,52.8,D05,511521840,136,10:58:00,900+1,0:15:00.000,2776,36.4,-1.565217391304348,-17.533333333333335,0.6666666666666666,2.1715777777777774,2.8064444444444443,1.2584888888888888,[%emt 7.739] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,exeComp,megielszmergiel,1/2-1/2,0:15:00.000,2770,70.7,C67,511521709,307,10:31:00,900+1,0:15:00.000,2719,40.5,10.631067961165048,-1.1176470588235294,0.0,2.5961372549019606,0.6232549019607843,0.4957745098039217,[%emt 0.1] Game drawn by the 50 move rule,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,Hutnik,ArasanX,1/2-1/2,0:15:00.000,2776,36.6,D87,511521640,114,10:32:00,900+1,0:15:00.000,2783,53.4,33.8974358974359,39.473684210526315,20.08108108108108,1.290421052631579,3.857368421052631,2.0666756756756754,[%emt 8.762] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,ArasanX,Hutnik,1/2-1/2,0:15:00.000,2783,54.1,A29,511521451,150,10:05:00,900+1,0:15:00.000,2776,36.8,5.784313725490196,3.56,-8.857142857142858,1.4927000000000004,3.31546,1.1440816326530612,[%emt 0.1] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,megielszmergiel,exeComp,1/2-1/2,0:15:00.000,2718,40.8,B43,511521444,181,09:59:00,900+1,0:15:00.000,2772,72.1,56.60655737704918,71.48333333333333,23.233333333333334,2.70435,1.5972166666666667,0.43010000000000004,[%emt 13.524] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,Hutnik,ArasanX,1/2-1/2,0:15:00.000,2776,37.0,D31,511521287,79,09:59:00,900+1,0:15:00.000,2783,54.7,30.25925925925926,26.96153846153846,-0.8076923076923077,0.11896153846153847,0.4078076923076923,2.923461538461538,[%emt 0.1] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,exeComp,megielszmergiel,1/2-1/2,0:15:00.000,2775,73.7,C65,511521262,438,09:20:00,900+1,0:15:00.000,2717,41.0,0.48299319727891155,-1.7534246575342465,0.041379310344827586,2.342931506849315,0.43988356164383563,0.4822137931034482,[%emt 1.193] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,ArasanX,Hutnik,1/2-1/2,0:15:00.000,2783,55.4,C54,511521261,223,09:25:00,900+1,0:15:00.000,2776,37.2,-1.0933333333333333,-19.783783783783782,-4.608108108108108,2.607378378378378,0.988418918918919,0.4563513513513513,[%emt 0.186] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.27,?,MichaelOgbeide,blore,0-1,0:15:00.000,2007,19.8,B02,511521256,84,09:37:00,900+0,0:15:00.000,2146,39.1,-27.448275862068964,11.214285714285714,-557.925925925926,3.2145,4.162071428571429,0.7697407407407408,[%emt 1.988] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.27,?,Gargin,Speyside,0-1,0:30:00.000,2152,50.5,D39,511521200,54,09:17:00,1800+0,0:30:00.000,1973,92.5,26.94736842105263,63.55555555555556,-370.05882352941177,1.9702777777777776,4.308944444444444,6.785647058823529,[%emt 4.949] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.27,?,blore,MichaelOgbeide,1-0,0:15:00.000,2157,39.3,B30,511521115,89,09:19:00,900+0,0:15:00.000,1996,19.9,4.866666666666666,125.75862068965517,983.7068965517242,1.690448275862069,1.6984137931034482,0.7363793103448275,[%emt 2.561] Black resigns,,
